GEOID,county_name,year,median_income,median_rent,median_home_value,poverty_population,total_population,renter_total,rent30_34,rent35_39,rent40_49,rent50_plus,poverty_rate,rent_to_income_ratio,rent_burden_rate,income_score,rent_score,poverty_score,burden_score,ratio_score,housing_stress_index
41007,Clatsop,2020,57466,957,309500,3750,39114,6292,448,403,393,1336,0.09587360024543641,0.19983990533532872,0.41004450095359185,0.7059035709991583,0.27466666666666667,0.26698156441540233,0.6141496805403985,0.4377948719044937,0.4598992709052239
41003,Benton,2020,65142,1145,357900,16064,86460,15591,1261,1141,1370,5101,0.1857969003007171,0.21092382794510453,0.5691103841960106,0.590537453408681,0.44177777777777777,0.8070310766957778,1,0.5209536456125752,0.6720599906989623
41015,Curry,2020,53174,896,285600,2941,22713,2871,356,97,250,578,0.12948531677893718,0.20220408470305037,0.44618599791013586,0.7704100036070698,0.22044444444444444,0.46884238479971113,0.7018190654654992,0.455532478342875,0.52340967533192
41047,Marion,2020,61817,1045,270300,44695,334258,47284,4183,3430,4077,11221,0.13371407714998593,0.20285681932154584,0.48454022502326366,0.6405104003847542,0.35288888888888886,0.49423891689463556,0.7948559284468124,0.46042971665298565,0.5485847702536153
41057,Tillamook,2020,54268,951,276700,3081,26105,3323,431,122,323,521,0.11802336717104003,0.21028967347239624,0.4204032500752332,0.7539677768426115,0.2693333333333333,0.4000057174207142,0.6392771722206593,0.5161958076026449,0.5157559614839926
41065,Wasco,2020,54725,821,230800,2813,25759,3692,186,129,234,620,0.10920454986606623,0.1800274097761535,0.3166305525460455,0.7470993146567272,0.1537777777777778,0.3470428259174774,0.38755299556739775,0.2891486847374446,0.38492431973136493
41043,Linn,2020,59547,1037,240200,15324,125070,16208,1574,1135,1546,3435,0.12252338690333413,0.20897778225603306,0.47445705824284307,0.6746272694481183,0.3457777777777778,0.42703134326166414,0.7703969241393934,0.5063531491294663,0.544837292751284
41021,Gilliam,2020,41838,958,112900,255,1875,225,18,11,14,22,0.136,0.27477412878244656,0.28888888888888886,0.9407839365155706,0.27555555555555555,0.5079674112837622,0.32025930840921907,1,0.6089132423528214
41063,Wallowa,2020,53423,738,266800,674,6964,883,39,60,26,97,0.0967834577828834,0.16577129700690713,0.25141562853907135,0.7666676686305158,0.08,0.27244586698259904,0.22935942980272953,0.18219008375542006,0.30613260983425283
41017,Deschutes,2020,68937,1306,389300,18690,190486,24705,2601,1783,2092,5622,0.098117446951482,0.22733800426476347,0.4896984416110099,0.5335006612961404,0.5848888888888889,0.28045736344064826,0.8073683508321359,0.6441034385358115,0.570063740598725
41041,Lincoln,2020,50775,945,265800,7673,48690,7153,761,474,510,1595,0.15758882727459436,0.22333825701624815,0.46693694953166504,0.8064656727185283,0.264,0.6376227468106225,0.7521551975703035,0.6140947414311017,0.6148676717061112
41033,Josephine,2020,47733,930,281500,13715,85729,11411,1311,848,885,3441,0.15998086995065847,0.2338005153667274,0.5683112785908334,0.8521852831549838,0.25066666666666665,0.6519885616747134,0.9980615884012686,0.6925893868083296,0.6890982973411924
41067,Washington,2020,86626,1440,413500,49871,590052,86333,7717,5794,7650,17583,0.08451966945286178,0.1994782167016831,0.4487739334900907,0.26764458338343156,0.704,0.1987936222110394,0.7080966892394459,0.43508124927313435,0.46272322882141026
41039,Lane,2020,54942,1037,280000,63585,370192,63131,5377,3995,5675,16838,0.17176222068548214,0.22649339303265262,0.5050609051020893,0.7438379223277625,0.3457777777777778,0.7227434462756365,0.8446334847809771,0.6377666174666655,0.6589518497257638
41001,Baker,2020,46250,694,180600,2178,15513,2117,112,86,147,483,0.1403983755559853,0.18006486486486487,0.3911195087387813,0.8744739689791993,0.04088888888888889,0.534382595917506,0.5682428264557522,0.2894296970970597,0.46148359546768125
