GEOID,county_name,year,median_income,median_rent,median_home_value,poverty_population,total_population,renter_total,rent30_34,rent35_39,rent40_49,rent50_plus,poverty_rate,rent_to_income_ratio,rent_burden_rate,income_score,rent_score,poverty_score,burden_score,ratio_score,housing_stress_index
41035,Klamath,2019,46491,772,170600,12853,66002,9962,750,324,848,2641,0.19473652313566256,0.19926437374975803,0.4580405541056013,0.8708518696645425,0.11022222222222222,0.8607194861404364,0.730574975921176,0.43347686080216835,0.6011690829501092
41067,Washington,2019,82215,1359,386600,52106,583967,84031,7277,5423,7472,17733,0.08922764471280055,0.19835796387520527,0.4510835286977425,0.3339395214620656,0.632,0.22706815997149715,0.7136991354116189,0.4266763862501155,0.4666766406190595
41027,Hood River,2019,65679,1133,373600,1419,22983,2818,236,66,175,494,0.06174128703824566,0.20700680582834696,0.34457061745919093,0.5824666346038234,0.4311111111111111,0.061994213092524515,0.4553279498989262,0.4915656060813625,0.4044931029575496
41009,Columbia,2019,62257,921,264900,5928,50848,4839,587,357,519,1028,0.11658275645059786,0.1775222063382431,0.5147757801198595,0.6338974389804015,0.24266666666666667,0.39135388728900866,0.8681991140203028,0.2703530242911909,0.4812940262495141
41011,Coos,2019,45051,818,198100,10111,62619,9227,760,501,845,1842,0.16146856385442118,0.21788639541852567,0.42787471550883277,0.8924942888060599,0.1511111111111111,0.6609231577877968,0.6574009035049613,0.5731913409965913,0.587024160441304
41013,Crook,2019,49006,865,246100,3082,22911,2663,201,283,230,518,0.13452053598708044,0.21181079867771294,0.46263612467142323,0.833052783455573,0.1928888888888889,0.49908224116520117,0.7417225729720103,0.5276082751183441,0.5588709523200034
41063,Wallowa,2019,51224,681,239100,941,6903,975,47,85,50,196,0.13631754309720412,0.1595345931594565,0.38769230769230767,0.7997174461945413,0.029333333333333333,0.50987446979549,0.5599293742453948,0.1353982879089713,0.4068505822955462
41071,Yamhill,2019,63902,1052,295900,12117,99772,11036,701,879,1293,2524,0.1214468989295594,0.19755250226909957,0.48903588256614716,0.6091739810027654,0.3591111111111111,0.42056631356574176,0.8057611638357168,0.4206332910580203,0.5230491721146711
41025,Harney,2019,40735,648,121300,751,7127,902,50,56,4,151,0.10537393012487722,0.19089235301337915,0.2893569844789357,0.9573614283996633,0,0.32403739438094636,0.3213947802607282,0.3706645332168191,0.39469162725163137
41069,Wheeler,2019,40926,656,155300,195,1393,153,6,0,0,18,0.1399856424982053,0.19234716317255535,0.1568627450980392,0.9544908019718649,0.0071111111111111115,0.5319038580773795,0,0.38157946226084266,0.37501704668423963
41059,Umatilla,2019,54699,757,170900,12926,72376,9230,731,543,606,1744,0.1785951144025644,0.16607250589590303,0.39263271939328276,0.7474900805578935,0.09688888888888889,0.7637795394473218,0.5719134615570531,0.1844499481302201,0.4729043837162755
41053,Polk,2019,62691,994,265200,10263,81189,10224,804,541,691,2782,0.1264087499538115,0.19026654543714408,0.47124413145539906,0.6273746543224721,0.3075555555555556,0.45036554495524705,0.7626032426656216,0.36596931903596264,0.5027736633069718
41049,Morrow,2019,54269,790,138100,1632,11273,1232,175,28,113,68,0.1447706910316686,0.17468536365144005,0.3116883116883117,0.7539527473848744,0.12622222222222224,0.5606412723531695,0.37556447122181796,0.24906919118059043,0.4130899808725349
41057,Tillamook,2019,49895,910,254300,3365,25676,3315,366,122,334,716,0.13105623928960897,0.2188596051708588,0.46395173453996985,0.8196915955272334,0.2328888888888889,0.4782768243186903,0.7449138826212912,0.5804929915416239,0.5712528365795455
41041,Lincoln,2019,47882,924,251200,7794,47893,7321,596,520,635,1602,0.16273776961142547,0.23156927446639655,0.4579975413194919,0.8499458939521463,0.24533333333333332,0.6685455865646793,0.7304706386684424,0.675849170943309,0.634028924692382
41005,Clackamas,2019,80484,1295,395100,32603,407315,45523,3604,2945,4177,11498,0.08004370082123173,0.19308185477858952,0.48819278167080377,0.35995551280509797,0.5751111111111111,0.17191243930284922,0.8037160316981788,0.38709159502849094,0.4595573379891456
41037,Lake,2019,37898,709,146800,1332,7245,1339,89,75,88,244,0.18385093167701863,0.22449733495171248,0.3704256908140403,1,0.05422222222222222,0.7953442346259781,0.5180452850701408,0.622790895594096,0.5980805275024874
41023,Grant,2020,48202,672,153900,1133,7050,850,67,43,28,87,0.16070921985815603,0.16729596282311937,0.2647058823529412,0.8451364674762535,0.021333333333333333,0.6563627896231061,0.26159794993822355,0.19362911522962178,0.3956119311201077
41061,Union,2020,53940,846,198200,3571,25774,3615,396,152,147,671,0.13855047722511057,0.1882091212458287,0.37786998616874135,0.7588974389804016,0.176,0.52328473149617,0.5361031091755492,0.3505331888164835,0.4689636936937209
